request_id,conversation_id,period,created_at,employee_id,employee_department,category,topic,question_text,route,answer_source,knowledge_version,user_confirmed_resolved,resolution_type,recontact_within_24h,peer_reask,feedback_score,response_seconds,input_tokens,output_tokens,api_call_count,retry_count,status_code,error_type,api_cost_krw
R001185,C01185,month2,2026-07-21 02:06:00,E0087,고객지원,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,1,chatbot,0,0,3.7,3.37,1260,265,1,0,200,,2.88
R001186,C01186,month2,2026-07-18 04:31:00,E0041,영업,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,department,1,1,3.0,7.01,1266,301,1,0,200,,3.04
R001187,C01187,month2,2026-07-01 08:58:00,E0193,디자인,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,department,0,1,2.4,6.35,1627,584,1,0,200,,4.73
R001188,C01188,month2,2026-07-09 01:12:00,E0154,개발,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,coworker,0,1,3.8,3.48,1675,243,1,0,200,,3.37
R001189,C01189,month2,2026-07-22 20:08:00,E0132,영업,총무,택배/우편,사내 우편 발송 절차 알려줘,RULE,RULE,,0,unresolved,0,1,2.2,0.32,0,0,0,0,200,,0.0
R001190,C01190,month2,2026-07-15 14:58:00,E0100,영업,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,unresolved,0,0,3.0,5.5,2315,617,1,0,200,,5.83
R001191,C01191,month2,2026-07-03 00:21:00,E0050,재무,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,coworker,0,0,3.4,4.84,1195,575,1,0,200,,4.09
R001192,C01192,month2,2026-07-11 05:07:00,E0130,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.7,6.11,1869,270,1,0,200,,3.75
R001193,C01193,month2,2026-07-29 22:03:00,E0168,개발,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,department,0,1,2.4,4.67,1197,240,1,0,200,,2.68
R001194,C01194,month2,2026-07-17 05:50:00,E0299,IT운영,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.6,5.27,2033,254,1,0,200,,3.91
R001195,C01195,month2,2026-07-29 14:25:00,E0130,재무,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,department,0,0,2.8,6.09,1803,241,1,0,200,,3.54
R001196,C01196,month2,2026-07-18 08:54:00,E0136,기획,총무,회의실,회의실 예약 방법 알려줘,RULE,RULE,,0,document,0,1,2.0,0.25,0,0,0,0,200,,0.0
R001197,C01197,month2,2026-07-12 02:56:00,E0035,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,1,chatbot,1,0,4.4,3.31,1310,506,1,0,200,,3.96
R001198,C01198,month2,2026-07-07 01:57:00,E0296,IT운영,총무,택배/우편,사내 우편 발송 절차 알려줘,RAG,RAG,택배/우편_guide_v1,0,coworker,0,1,2.9,2.75,1639,430,1,0,200,,4.1
R001199,C01199,month2,2026-07-10 17:46:00,E0219,고객지원,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,coworker,1,1,3.1,3.28,1787,506,1,0,200,,4.63
R001200,C01200,month2,2026-07-21 09:06:00,E0190,IT운영,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.0,7.33,1232,657,1,0,200,,4.48
R001201,C01201,month2,2026-07-05 01:21:00,E0080,디자인,인사,근태,근태 수정 절차 알려줘,FAQ,FAQ,faq_근태_v1,0,document,0,1,2.9,0.72,0,0,0,0,200,,0.0
R001202,C01202,month2,2026-07-03 19:34:00,E0122,개발,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,department,0,1,2.0,4.84,1991,239,1,0,200,,3.79
R001203,C01203,month2,2026-07-20 10:54:00,E0049,영업,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,1,chatbot,1,1,3.3,5.73,1587,436,1,0,200,,4.05
R001204,C01204,month2,2026-07-06 15:50:00,E0082,재무,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,document,0,0,3.4,5.58,1190,417,1,0,200,,3.42
R001205,C01205,month2,2026-07-28 04:35:00,E0258,기획,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,coworker,1,0,3.2,3.24,2339,538,1,0,200,,5.53
R001206,C01206,month2,2026-07-26 22:46:00,E0081,고객지원,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,department,1,1,3.1,6.95,1933,295,1,0,200,,3.95
R001207,C01207,month2,2026-07-02 12:02:00,E0107,IT운영,재무,경비,경비 처리 절차 알려줘,RAG,RAG,경비_guide_v1,0,coworker,0,0,4.1,5.98,1306,392,1,0,200,,3.47
R001208,C01208,month2,2026-07-13 19:23:00,E0143,디자인,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,1,chatbot,0,1,3.7,4.42,1418,394,1,0,200,,3.64
R001209,C01209,month2,2026-07-10 11:23:00,E0252,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.0,3.28,1924,646,1,0,200,,5.41
R001210,C01210,month2,2026-07-11 18:30:00,E0034,인사,재무,경비,경비 처리 절차 알려줘,FAQ,FAQ,faq_경비_v1,1,chatbot,0,1,4.6,0.51,0,0,0,0,200,,0.0
R001211,C01211,month2,2026-07-19 00:08:00,E0026,IT운영,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,coworker,0,0,2.0,6.41,2200,594,1,0,200,,5.57
R001212,C01212,month2,2026-07-23 10:43:00,E0103,영업,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,coworker,0,0,1.9,5.07,1625,425,1,0,200,,4.06
R001213,C01213,month2,2026-07-06 12:45:00,E0203,IT운영,재무,경비,경비 처리 절차 알려줘,FAQ,FAQ,faq_경비_v1,1,chatbot,1,0,3.9,0.22,0,0,0,0,200,,0.0
R001214,C01214,month2,2026-07-13 11:07:00,E0148,고객지원,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,document,1,0,1.1,4.87,1522,275,1,0,200,,3.29
R001215,C01215,month2,2026-07-29 04:06:00,E0215,IT운영,일반규정,재택근무,재택근무 규정 알려줘,RULE,RULE,,0,department,0,0,3.1,0.21,0,0,0,0,200,,0.0
R001216,C01216,month2,2026-07-22 16:03:00,E0176,영업,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,1,chatbot,1,1,3.5,3.34,1717,539,1,0,200,,4.67
R001217,C01217,month2,2026-07-14 21:08:00,E0238,개발,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,0,unresolved,0,0,2.1,7.03,1341,511,1,0,200,,4.02
R001218,C01218,month2,2026-07-25 18:54:00,E0013,고객지원,일반규정,재택근무,재택근무 규정 알려줘,LLM,LLM,,0,coworker,1,0,2.5,3.3,1347,451,1,0,200,,3.78
R001219,C01219,month2,2026-07-02 17:02:00,E0210,인사,인사,복지,복지포인트 사용 방법 알려줘,FAQ,FAQ,faq_복지_v1,1,chatbot,0,0,3.0,0.45,0,0,0,0,200,,0.0
R001220,C01220,month2,2026-07-19 18:00:00,E0296,개발,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,document,1,0,3.0,4.78,1523,637,1,0,200,,4.81
R001221,C01221,month2,2026-07-05 23:28:00,E0027,IT운영,인사,근태,근태 수정 절차 알려줘,RAG,RAG,근태_guide_v1,1,chatbot,0,0,4.3,3.38,1617,277,1,0,200,,3.43
R001222,C01222,month2,2026-07-13 06:53:00,E0254,디자인,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,1,chatbot,0,0,3.8,6.36,1519,649,1,0,200,,4.85
R001223,C01223,month2,2026-07-15 14:26:00,E0242,IT운영,재무,경비,경비 처리 절차 알려줘,FAQ,FAQ,faq_경비_v1,1,chatbot,0,0,4.7,0.26,0,0,0,0,200,,0.0
R001224,C01224,month2,2026-07-13 18:29:00,E0153,인사,인사,연차,연차 신청 방법 알려줘,FAQ,FAQ,faq_연차_v1,1,chatbot,1,0,3.6,0.74,0,0,0,0,200,,0.0
R001225,C01225,month2,2026-07-04 14:37:00,E0146,디자인,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,coworker,0,0,2.9,4.35,1991,536,1,0,200,,5.04
R001226,C01226,month2,2026-07-24 16:56:00,E0126,디자인,인사,복지,복지포인트 사용 방법 알려줘,RAG,RAG,복지_guide_v1,1,chatbot,0,1,2.6,3.75,1491,311,1,0,200,,3.39
R001227,C01227,month2,2026-07-02 22:00:00,E0001,재무,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,unresolved,1,0,2.6,6.0,1355,293,1,0,200,,3.13
R001228,C01228,month2,2026-07-06 10:15:00,E0055,인사,재무,출장비,출장비 정산 기준 알려줘,FAQ,FAQ,faq_출장비_v1,1,chatbot,0,1,4.0,0.77,0,0,0,0,200,,0.0
R001229,C01229,month2,2026-07-10 23:59:00,E0080,디자인,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,unresolved,0,0,2.7,4.21,1216,465,1,0,200,,3.66
R001230,C01230,month2,2026-07-18 12:15:00,E0053,개발,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,document,0,0,1.2,5.16,1749,621,1,0,200,,5.06
R001231,C01231,month2,2026-07-19 08:10:00,E0034,IT운영,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,1,chatbot,0,1,2.9,4.6,1596,258,1,0,200,,3.32
R001232,C01232,month2,2026-07-05 19:05:00,E0134,인사,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,coworker,0,0,3.0,3.24,2259,231,1,0,200,,4.13
R001233,C01233,month2,2026-07-12 19:03:00,E0291,기획,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,department,0,0,3.3,6.34,1504,422,1,0,200,,3.88
R001234,C01234,month2,2026-07-07 15:37:00,E0250,재무,재무,경비,경비 처리 절차 알려줘,RAG,RAG,경비_guide_v1,1,chatbot,1,1,3.9,5.45,1109,348,1,0,200,,3.01
R001235,C01235,month2,2026-07-19 06:50:00,E0244,영업,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,department,0,0,2.6,5.89,1487,313,1,0,200,,3.4
R001236,C01236,month2,2026-07-18 17:52:00,E0188,재무,재무,출장비,출장비 정산 기준 알려줘,FAQ,FAQ,faq_출장비_v1,1,chatbot,1,1,3.8,0.89,0,0,0,0,200,,0.0
R001237,C01237,month2,2026-07-25 08:49:00,E0188,재무,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,department,0,0,2.5,3.37,1457,368,2,1,200,,7.17
R001238,C01238,month2,2026-07-18 23:17:00,E0230,IT운영,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,department,1,0,2.5,3.51,1853,466,1,0,200,,4.55
R001239,C01239,month2,2026-07-09 14:15:00,E0108,재무,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.5,4.61,1957,273,1,0,200,,3.89
R001240,C01240,month2,2026-07-29 15:11:00,E0144,개발,인사,연차,연차 신청 방법 알려줘,RULE,RULE,,0,coworker,1,0,4.0,0.41,0,0,0,0,200,,0.0
R001241,C01241,month2,2026-07-22 22:23:00,E0042,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,1,chatbot,0,1,3.3,4.05,1531,345,1,0,200,,3.59
R001242,C01242,month2,2026-07-20 01:34:00,E0189,인사,일반규정,교육,사내 교육 신청 방법 알려줘,RAG,RAG,교육_guide_v1,0,unresolved,1,1,2.9,5.87,1699,314,1,0,200,,3.7
R001243,C01243,month2,2026-07-28 01:26:00,E0003,개발,재무,경비,경비 처리 절차 알려줘,RAG,RAG,경비_guide_v1,0,unresolved,0,0,3.5,5.51,2080,272,1,0,200,,4.05
R001244,C01244,month2,2026-07-27 20:56:00,E0058,재무,인사,연차,연차 신청 방법 알려줘,FAQ,FAQ,faq_연차_v1,1,chatbot,1,1,4.7,0.85,0,0,0,0,200,,0.0
R001245,C01245,month2,2026-07-29 14:23:00,E0012,기획,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,unresolved,1,0,3.1,4.64,1479,470,1,0,500,server_error,4.04
R001246,C01246,month2,2026-07-28 17:38:00,E0105,디자인,재무,출장비,출장비 정산 기준 알려줘,RAG,RAG,출장비_guide_v1,0,coworker,1,0,1.3,6.16,1137,460,1,0,200,,3.52
R001247,C01247,month2,2026-07-29 19:09:00,E0173,IT운영,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,1,chatbot,1,1,3.4,6.19,1659,428,1,0,200,,4.12
R001248,C01248,month2,2026-07-15 21:55:00,E0137,디자인,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,document,0,0,3.1,3.95,1175,631,1,0,200,,4.3
R001249,C01249,month2,2026-07-21 14:15:00,E0050,고객지원,일반규정,보안,자료 반출 기준 알려줘,RULE,RULE,,0,department,0,0,2.3,0.22,0,0,0,0,200,,0.0
R001250,C01250,month2,2026-07-28 01:27:00,E0055,영업,총무,택배/우편,사내 우편 발송 절차 알려줘,FAQ,FAQ,faq_택배/우편_v1,1,chatbot,0,0,3.3,0.78,0,0,0,0,200,,0.0
R001251,C01251,month2,2026-07-04 10:52:00,E0066,재무,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,department,1,0,2.8,5.95,1682,638,1,0,200,,5.03
R001252,C01252,month2,2026-07-07 10:03:00,E0011,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,1,chatbot,0,1,3.7,6.55,2187,407,1,0,200,,4.77
R001253,C01253,month2,2026-07-18 11:12:00,E0035,디자인,일반규정,재택근무,재택근무 규정 알려줘,FAQ,FAQ,faq_재택근무_v1,1,chatbot,1,0,3.5,0.27,0,0,0,0,200,,0.0
R001254,C01254,month2,2026-07-25 06:28:00,E0213,고객지원,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,document,0,0,2.7,4.71,1845,358,1,0,200,,4.09
R001255,C01255,month2,2026-07-05 01:27:00,E0151,영업,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,1,chatbot,1,0,2.6,5.91,1461,283,1,0,200,,3.23
R001256,C01256,month2,2026-07-17 16:04:00,E0106,고객지원,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,1,chatbot,1,0,3.9,5.72,1477,305,1,0,200,,3.35
R001257,C01257,month2,2026-07-08 07:49:00,E0105,인사,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,coworker,0,0,2.9,5.63,1539,431,1,0,200,,3.96
R001258,C01258,month2,2026-07-28 20:37:00,E0021,고객지원,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,1,chatbot,0,1,3.5,3.64,1779,250,1,0,200,,3.54
R001259,C01259,month2,2026-07-18 12:07:00,E0203,기획,총무,택배/우편,사내 우편 발송 절차 알려줘,RAG,RAG,택배/우편_guide_v1,1,chatbot,0,0,4.0,4.17,1594,317,1,0,200,,3.56
R001260,C01260,month2,2026-07-12 05:30:00,E0174,영업,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,1,chatbot,0,0,3.3,5.58,1577,581,1,0,200,,4.65
R001261,C01261,month2,2026-07-24 22:00:00,E0256,IT운영,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,department,0,0,3.0,3.6,1591,242,1,0,200,,3.24
R001262,C01262,month2,2026-07-01 20:44:00,E0047,재무,일반규정,재택근무,재택근무 규정 알려줘,LLM,LLM,,0,coworker,0,1,3.2,6.41,1862,582,1,0,200,,5.05
R001263,C01263,month2,2026-07-19 08:47:00,E0207,재무,인사,급여,급여 지급/명세서 확인 방법 알려줘,FAQ,FAQ,faq_급여_v1,1,chatbot,0,0,3.7,0.34,0,0,0,0,200,,0.0
R001264,C01264,month2,2026-07-24 13:20:00,E0009,개발,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,1,chatbot,0,0,3.4,5.25,1800,605,1,0,200,,5.06
R001265,C01265,month2,2026-07-12 00:06:00,E0187,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,1,chatbot,0,0,2.7,3.33,1184,337,1,0,200,,3.07
R001266,C01266,month2,2026-07-28 18:39:00,E0268,고객지원,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.8,6.22,1337,510,1,0,200,,4.01
R001267,C01267,month2,2026-07-19 14:26:00,E0077,기획,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,unresolved,0,0,2.0,3.3,1375,644,1,0,200,,4.63
R001268,C01268,month2,2026-07-16 04:50:00,E0232,기획,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v1,1,chatbot,0,0,2.6,3.1,1995,360,1,0,200,,4.3
R001269,C01269,month2,2026-07-29 17:25:00,E0034,고객지원,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.8,4.48,1100,476,1,0,200,,3.54
R001270,C01270,month2,2026-07-19 14:13:00,E0045,개발,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,department,0,0,3.0,6.03,1135,276,1,0,200,,2.75
R001271,C01271,month2,2026-07-18 00:22:00,E0261,인사,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,1,chatbot,0,0,4.2,3.71,1993,406,1,0,200,,4.5
R001272,C01272,month2,2026-07-27 18:03:00,E0185,재무,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,document,1,0,3.3,3.46,1874,414,1,0,200,,4.36
R001273,C01273,month2,2026-07-15 14:17:00,E0083,고객지원,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,coworker,0,1,4.8,5.3,1618,379,1,0,200,,3.86
R001274,C01274,month2,2026-07-18 03:53:00,E0029,영업,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,unresolved,0,0,3.7,5.61,2311,508,1,0,200,,5.37
R001275,C01275,month2,2026-07-17 23:15:00,E0002,개발,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,department,0,1,1.6,4.37,1198,462,1,0,200,,3.62
R001276,C01276,month2,2026-07-28 10:31:00,E0213,영업,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,document,1,0,2.7,5.49,1593,579,1,0,200,,4.66
R001277,C01277,month2,2026-07-11 18:17:00,E0011,고객지원,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,department,0,0,3.6,5.6,2204,458,1,0,200,,5.01
R001278,C01278,month2,2026-07-20 02:08:00,E0139,고객지원,IT,VPN,VPN 설치/접속 방법 알려줘,FAQ,FAQ,faq_VPN_v1,1,chatbot,0,0,2.7,0.24,0,0,0,0,200,,0.0
R001279,C01279,month2,2026-07-19 02:01:00,E0066,인사,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,unresolved,0,0,2.4,3.62,1833,506,1,0,200,,4.69
R001280,C01280,month2,2026-07-02 03:09:00,E0264,영업,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,department,1,0,2.1,3.6,2231,377,1,0,200,,4.71
R001281,C01281,month2,2026-07-03 15:11:00,E0182,인사,인사,연차,연차 신청 방법 알려줘,FAQ,FAQ,faq_연차_v1,1,chatbot,0,0,4.1,0.37,0,0,0,0,200,,0.0
R001282,C01282,month2,2026-07-10 10:37:00,E0065,인사,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,document,0,1,1.7,5.05,2270,232,1,0,200,,4.15
R001283,C01283,month2,2026-07-28 16:01:00,E0092,인사,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,coworker,1,0,3.1,5.13,1444,334,2,1,200,,6.85
R001284,C01284,month2,2026-07-20 02:57:00,E0081,고객지원,재무,법인카드,법인카드 정산 방법 알려줘,RAG,RAG,법인카드_guide_v1,1,chatbot,0,1,3.9,3.61,1170,474,1,0,200,,3.63
R001285,C01285,month2,2026-07-16 16:44:00,E0217,영업,인사,복지,복지포인트 사용 방법 알려줘,RULE,RULE,,0,unresolved,1,1,2.1,0.57,0,0,0,0,200,,0.0
R001286,C01286,month2,2026-07-11 21:00:00,E0152,IT운영,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,coworker,0,0,3.6,4.42,2145,270,1,0,200,,4.14
R001287,C01287,month2,2026-07-14 17:55:00,E0284,기획,인사,연차,연차 신청 방법 알려줘,RULE,RULE,,0,document,0,0,2.3,0.38,0,0,0,0,200,,0.0
R001288,C01288,month2,2026-07-28 11:28:00,E0113,인사,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,1,chatbot,0,1,4.0,6.62,2097,283,1,0,200,,4.12
R001289,C01289,month2,2026-07-05 09:43:00,E0081,개발,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v1,0,department,1,1,2.2,5.5,1669,479,1,0,200,,4.35
R001290,C01290,month2,2026-07-07 22:51:00,E0072,IT운영,IT,VPN,VPN 설치/접속 방법 알려줘,FAQ,FAQ,faq_VPN_v1,1,chatbot,0,0,2.8,0.24,0,0,0,0,200,,0.0
R001291,C01291,month2,2026-07-27 06:15:00,E0077,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,unresolved,0,0,3.4,4.7,1492,595,1,0,200,,4.59
R001292,C01292,month2,2026-07-14 05:59:00,E0156,디자인,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,document,0,0,3.0,5.51,1861,579,1,0,200,,5.04
R001293,C01293,month2,2026-07-20 23:47:00,E0187,재무,인사,연차,연차 신청 방법 알려줘,RAG,RAG,연차_guide_v1,1,chatbot,1,0,3.3,4.83,1931,337,1,0,200,,4.12
R001294,C01294,month2,2026-07-04 02:34:00,E0024,IT운영,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,department,0,1,2.2,7.38,1495,364,1,0,200,,3.62
R001295,C01295,month2,2026-07-04 15:51:00,E0191,영업,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v1,0,unresolved,0,0,1.3,5.64,2009,457,1,0,200,,4.73
R001296,C01296,month2,2026-07-16 02:00:00,E0260,기획,IT,계정,계정 잠금 해제 방법 알려줘,RAG,RAG,계정_guide_v1,1,chatbot,0,1,2.0,4.4,1301,458,1,0,200,,3.74
R001297,C01297,month2,2026-07-21 08:48:00,E0296,IT운영,인사,근태,근태 수정 절차 알려줘,FAQ,FAQ,faq_근태_v1,1,chatbot,1,0,4.0,0.39,0,0,0,0,200,,0.0
R001298,C01298,month2,2026-07-26 21:10:00,E0160,개발,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,coworker,0,1,2.4,3.98,1550,236,1,0,200,,3.16
R001299,C01299,month2,2026-07-29 00:16:00,E0235,고객지원,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v1,0,department,0,0,2.3,5.17,2036,407,1,0,200,,4.56
R001300,C01300,month2,2026-07-17 16:00:00,E0173,영업,총무,택배/우편,사내 우편 발송 절차 알려줘,RAG,RAG,택배/우편_guide_v1,1,chatbot,1,0,3.6,6.5,1333,236,1,0,200,,2.86
R001301,C01301,month2,2026-07-21 22:11:00,E0202,고객지원,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,1,chatbot,1,0,4.6,3.82,1132,446,3,2,200,,10.37
R001302,C01302,month2,2026-07-11 00:39:00,E0269,재무,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,1,1,2.4,3.36,1193,267,1,0,200,,2.79
R001303,C01303,month2,2026-07-01 23:07:00,E0066,재무,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,document,0,0,3.7,4.84,2306,391,1,0,200,,4.87
R001304,C01304,month2,2026-07-04 18:51:00,E0197,디자인,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,FAQ,FAQ,faq_프로그램 설치_v1,1,chatbot,0,0,2.4,0.83,0,0,0,0,200,,0.0
R001305,C01305,month2,2026-07-14 15:21:00,E0122,기획,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,coworker,0,0,4.1,3.62,1447,638,1,0,200,,4.71
R001306,C01306,month2,2026-07-25 14:44:00,E0162,영업,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,department,0,1,1.9,5.0,1306,483,1,0,200,,3.86
R001307,C01307,month2,2026-07-04 07:10:00,E0279,고객지원,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,FAQ,FAQ,faq_프로그램 설치_v1,1,chatbot,0,0,3.2,0.29,0,0,0,0,200,,0.0
R001308,C01308,month2,2026-07-19 08:56:00,E0248,고객지원,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,department,1,0,2.8,3.42,2122,650,1,0,200,,5.7
R001309,C01309,month2,2026-07-22 18:56:00,E0296,영업,IT,계정,계정 잠금 해제 방법 알려줘,RAG,RAG,계정_guide_v1,1,chatbot,0,0,3.2,5.45,2028,297,1,0,200,,4.09
R001310,C01310,month2,2026-07-07 20:52:00,E0017,IT운영,IT,네트워크,사내 인터넷 연결이 불안정해,RULE,RULE,,0,department,0,1,1.5,0.6,0,0,0,0,200,,0.0
R001311,C01311,month2,2026-07-08 20:31:00,E0031,기획,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.9,6.12,2335,331,1,0,200,,4.66
R001312,C01312,month2,2026-07-09 02:46:00,E0177,인사,총무,비품,사무용 비품 신청 방법 알려줘,RAG,RAG,비품_guide_v1,0,coworker,1,1,4.1,3.9,1369,470,1,0,200,,3.89
R001313,C01313,month2,2026-07-05 09:21:00,E0264,IT운영,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,1,chatbot,1,1,3.7,6.39,2272,610,1,0,200,,5.74
R001314,C01314,month2,2026-07-23 09:22:00,E0288,영업,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,coworker,0,0,2.2,3.94,1818,347,1,0,200,,4.0
R001315,C01315,month2,2026-07-03 09:45:00,E0102,영업,일반규정,재택근무,재택근무 규정 알려줘,RAG,RAG,재택근무_guide_v1,0,department,0,0,3.7,6.69,1115,248,1,0,200,,2.6
R001316,C01316,month2,2026-07-28 07:17:00,E0075,영업,총무,비품,사무용 비품 신청 방법 알려줘,RULE,RULE,,0,department,1,1,2.0,0.3,0,0,0,0,200,,0.0
R001317,C01317,month2,2026-07-19 11:35:00,E0195,영업,IT,계정,계정 잠금 해제 방법 알려줘,FAQ,FAQ,faq_계정_v1,0,unresolved,0,1,3.0,0.65,0,0,0,0,200,,0.0
R001318,C01318,month2,2026-07-17 04:46:00,E0167,고객지원,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,1,chatbot,0,0,4.2,2.95,1127,377,1,0,200,,3.16
R001319,C01319,month2,2026-07-19 10:50:00,E0112,개발,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,coworker,0,1,1.1,3.16,2116,299,1,0,200,,4.22
R001320,C01320,month2,2026-07-27 07:57:00,E0143,영업,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,0,department,0,0,2.4,6.32,1794,543,1,0,200,,4.79
